Year,Month,City,Therapy Area,Units Sold,Price per Unit,Revenue
2022,Apr,Hyderabad,Gastrointestinal,4727,₹95,"₹449,065"
2022,Apr,Hyderabad,Anti-infective,2077,₹80,"₹166,160"
2022,Apr,Hyderabad,Pain Management,2243,₹60,"₹134,580"
2022,Apr,Chennai,Diabetes,4755,₹120,"₹570,600"
2022,Apr,Chennai,Cardiology,2241,₹150,"₹336,150"
2022,Apr,Chennai,Respiratory,4465,₹110,"₹491,150"
2022,Apr,Chennai,Gastrointestinal,5074,₹95,"₹482,030"
2022,Apr,Chennai,Anti-infective,5228,₹80,"₹418,240"
2022,Apr,Chennai,Pain Management,5752,₹60,"₹345,120"
2022,Apr,Kolkata,Diabetes,2939,₹120,"₹352,680"
2022,Apr,Kolkata,Cardiology,3822,₹150,"₹573,300"
2022,Apr,Kolkata,Respiratory,6389,₹110,"₹702,790"
2022,Apr,Kolkata,Gastrointestinal,5323,₹95,"₹505,685"
2022,Apr,Kolkata,Anti-infective,6700,₹80,"₹536,000"
2022,Apr,Kolkata,Pain Management,7736,₹60,"₹464,160"
2022,Apr,Pune,Diabetes,8000,₹120,"₹960,000"
2022,Apr,Pune,Cardiology,3094,₹150,"₹464,100"
2022,Apr,Pune,Respiratory,3007,₹110,"₹330,770"
2022,Apr,Pune,Gastrointestinal,3051,₹95,"₹289,845"
2022,Apr,Pune,Anti-infective,2231,₹80,"₹178,480"
2022,Apr,Pune,Pain Management,6751,₹60,"₹405,060"
2022,Apr,Ahmedabad,Diabetes,4577,₹120,"₹549,240"
2022,Apr,Ahmedabad,Cardiology,6497,₹150,"₹974,550"
2022,Apr,Ahmedabad,Respiratory,7010,₹110,"₹771,100"
2022,Apr,Ahmedabad,Gastrointestinal,3430,₹95,"₹325,850"
2022,Apr,Ahmedabad,Anti-infective,5509,₹80,"₹440,720"
2022,Apr,Ahmedabad,Pain Management,6201,₹60,"₹372,060"
2022,Apr,Jaipur,Diabetes,2500,₹120,"₹300,000"
2022,Apr,Jaipur,Cardiology,3184,₹150,"₹477,600"
2022,Apr,Jaipur,Respiratory,4939,₹110,"₹543,290"
2022,Apr,Jaipur,Gastrointestinal,6294,₹95,"₹597,930"
2022,Apr,Jaipur,Anti-infective,3350,₹80,"₹268,000"
2022,Apr,Jaipur,Pain Management,4927,₹60,"₹295,620"
2022,Apr,Lucknow,Diabetes,3286,₹120,"₹394,320"
2022,Apr,Lucknow,Cardiology,6371,₹150,"₹955,650"
2022,Apr,Lucknow,Respiratory,1500,₹110,"₹165,000"
2022,Apr,Lucknow,Gastrointestinal,4860,₹95,"₹461,700"
2022,Apr,Lucknow,Anti-infective,3529,₹80,"₹282,320"
2022,Apr,Lucknow,Pain Management,6452,₹60,"₹387,120"
2022,Apr,Chandigarh,Diabetes,5283,₹120,"₹633,960"
2022,Apr,Chandigarh,Cardiology,2469,₹150,"₹370,350"
2022,Apr,Chandigarh,Respiratory,1860,₹110,"₹204,600"
2022,Apr,Chandigarh,Gastrointestinal,4524,₹95,"₹429,780"
2022,Apr,Chandigarh,Anti-infective,3827,₹80,"₹306,160"
2022,Apr,Chandigarh,Pain Management,5580,₹60,"₹334,800"
2022,Apr,Indore,Diabetes,3368,₹120,"₹404,160"
2022,Apr,Indore,Cardiology,5742,₹150,"₹861,300"
2022,Apr,Indore,Respiratory,4242,₹110,"₹466,620"
2022,Apr,Indore,Gastrointestinal,6101,₹95,"₹579,595"
2022,Apr,Indore,Anti-infective,3025,₹80,"₹242,000"
2022,Apr,Indore,Pain Management,4470,₹60,"₹268,200"
2022,Apr,Surat,Diabetes,3306,₹120,"₹396,720"
2022,Apr,Surat,Cardiology,2604,₹150,"₹390,600"
2022,Apr,Surat,Respiratory,3869,₹110,"₹425,590"
2022,Apr,Surat,Gastrointestinal,4541,₹95,"₹431,395"
2022,Apr,Surat,Anti-infective,1974,₹80,"₹157,920"
2022,Apr,Surat,Pain Management,2864,₹60,"₹171,840"
2022,Apr,Nagpur,Diabetes,3750,₹120,"₹450,000"
2022,Apr,Nagpur,Cardiology,5017,₹150,"₹752,550"
2022,Apr,Nagpur,Respiratory,3601,₹110,"₹396,110"
2022,Apr,Nagpur,Gastrointestinal,5035,₹95,"₹478,325"
2022,Apr,Nagpur,Anti-infective,3182,₹80,"₹254,560"
2022,Apr,Nagpur,Pain Management,5863,₹60,"₹351,780"
2022,Apr,Kochi,Diabetes,3056,₹120,"₹366,720"
2022,Apr,Kochi,Cardiology,1500,₹150,"₹225,000"
2022,Apr,Kochi,Respiratory,5375,₹110,"₹591,250"
2022,Apr,Kochi,Gastrointestinal,3698,₹95,"₹351,310"
2022,Apr,Kochi,Anti-infective,2923,₹80,"₹233,840"
2022,Apr,Kochi,Pain Management,1500,₹60,"₹90,000"
2022,May,Mumbai,Diabetes,8000,₹120,"₹960,000"
2022,May,Mumbai,Cardiology,8000,₹150,"₹1,200,000"
2022,May,Mumbai,Respiratory,8000,₹110,"₹880,000"
2022,May,Mumbai,Gastrointestinal,8000,₹95,"₹760,000"
2022,May,Mumbai,Anti-infective,2767,₹80,"₹221,360"
2022,May,Mumbai,Pain Management,8000,₹60,"₹480,000"
2022,May,Delhi,Diabetes,8000,₹120,"₹960,000"
2022,May,Delhi,Cardiology,7818,₹150,"₹1,172,700"
2022,May,Delhi,Respiratory,5396,₹110,"₹593,560"
2022,May,Delhi,Gastrointestinal,8000,₹95,"₹760,000"
2022,May,Delhi,Anti-infective,4752,₹80,"₹380,160"
2022,May,Delhi,Pain Management,8000,₹60,"₹480,000"
2022,May,Bangalore,Diabetes,5473,₹120,"₹656,760"
2022,May,Bangalore,Cardiology,4110,₹150,"₹616,500"
2022,May,Bangalore,Respiratory,8000,₹110,"₹880,000"
2022,May,Bangalore,Gastrointestinal,3815,₹95,"₹362,425"
2022,May,Bangalore,Anti-infective,8000,₹80,"₹640,000"
2022,May,Bangalore,Pain Management,4434,₹60,"₹266,040"
2022,May,Hyderabad,Diabetes,8000,₹120,"₹960,000"
2022,May,Hyderabad,Cardiology,8000,₹150,"₹1,200,000"
2022,May,Hyderabad,Respiratory,8000,₹110,"₹880,000"
2022,May,Hyderabad,Gastrointestinal,8000,₹95,"₹760,000"
2022,May,Hyderabad,Anti-infective,8000,₹80,"₹640,000"
2022,May,Hyderabad,Pain Management,8000,₹60,"₹480,000"
2022,May,Chennai,Diabetes,2997,₹120,"₹359,640"
2022,May,Chennai,Cardiology,7603,₹150,"₹1,140,450"
2022,May,Chennai,Respiratory,2625,₹110,"₹288,750"
2022,May,Chennai,Gastrointestinal,7596,₹95,"₹721,620"
2022,May,Chennai,Anti-infective,7772,₹80,"₹621,760"
2022,May,Chennai,Pain Management,2084,₹60,"₹125,040"
2022,May,Kolkata,Diabetes,4400,₹120,"₹528,000"
2022,May,Kolkata,Cardiology,8000,₹150,"₹1,200,000"
2022,May,Kolkata,Respiratory,5581,₹110,"₹613,910"
2022,May,Kolkata,Gastrointestinal,1936,₹95,"₹183,920"
2022,May,Kolkata,Anti-infective,6821,₹80,"₹545,680"
2022,May,Kolkata,Pain Management,4900,₹60,"₹294,000"
2022,May,Pune,Diabetes,7798,₹120,"₹935,760"
2022,May,Pune,Cardiology,2679,₹150,"₹401,850"
2022,May,Pune,Respiratory,2327,₹110,"₹255,970"
2022,May,Pune,Gastrointestinal,4073,₹95,"₹386,935"
2022,May,Pune,Anti-infective,4343,₹80,"₹347,440"
2022,May,Pune,Pain Management,7927,₹60,"₹475,620"
2022,May,Ahmedabad,Diabetes,4844,₹120,"₹581,280"
2022,May,Ahmedabad,Cardiology,2902,₹150,"₹435,300"
2022,May,Ahmedabad,Respiratory,3106,₹110,"₹341,660"
2022,May,Ahmedabad,Gastrointestinal,2551,₹95,"₹242,345"
2022,May,Ahmedabad,Anti-infective,7847,₹80,"₹627,760"
2022,May,Ahmedabad,Pain Management,5846,₹60,"₹350,760"
2022,May,Jaipur,Diabetes,4209,₹120,"₹505,080"
2022,May,Jaipur,Cardiology,5473,₹150,"₹820,950"
2022,May,Jaipur,Respiratory,5250,₹110,"₹577,500"
2022,May,Jaipur,Gastrointestinal,3493,₹95,"₹331,835"
2022,May,Jaipur,Anti-infective,2664,₹80,"₹213,120"
2022,May,Jaipur,Pain Management,3374,₹60,"₹202,440"
2022,May,Lucknow,Diabetes,4985,₹120,"₹598,200"
2022,May,Lucknow,Cardiology,3584,₹150,"₹537,600"
2022,May,Lucknow,Respiratory,6969,₹110,"₹766,590"
2022,May,Lucknow,Gastrointestinal,3911,₹95,"₹371,545"
2022,May,Lucknow,Anti-infective,2235,₹80,"₹178,800"
2022,May,Lucknow,Pain Management,4883,₹60,"₹292,980"
2022,May,Chandigarh,Diabetes,1870,₹120,"₹224,400"
2022,May,Chandigarh,Cardiology,2345,₹150,"₹351,750"
2022,May,Chandigarh,Respiratory,6787,₹110,"₹746,570"
2022,May,Chandigarh,Gastrointestinal,2959,₹95,"₹281,105"
2022,May,Chandigarh,Anti-infective,6223,₹80,"₹497,840"
2022,May,Chandigarh,Pain Management,6569,₹60,"₹394,140"
2022,May,Indore,Diabetes,5990,₹120,"₹718,800"
2022,May,Indore,Cardiology,4055,₹150,"₹608,250"
2022,May,Indore,Respiratory,5172,₹110,"₹568,920"
2022,May,Indore,Gastrointestinal,3834,₹95,"₹364,230"
2022,May,Indore,Anti-infective,1909,₹80,"₹152,720"
2022,May,Indore,Pain Management,6802,₹60,"₹408,120"
2022,May,Surat,Diabetes,3937,₹120,"₹472,440"
2022,May,Surat,Cardiology,1500,₹150,"₹225,000"
2022,May,Surat,Respiratory,3050,₹110,"₹335,500"
2022,May,Surat,Gastrointestinal,4904,₹95,"₹465,880"
2022,May,Surat,Anti-infective,2089,₹80,"₹167,120"
2022,May,Surat,Pain Management,4347,₹60,"₹260,820"
2022,May,Nagpur,Diabetes,3665,₹120,"₹439,800"
2022,May,Nagpur,Cardiology,5687,₹150,"₹853,050"
2022,May,Nagpur,Respiratory,6193,₹110,"₹681,230"
2022,May,Nagpur,Gastrointestinal,5684,₹95,"₹539,980"
2022,May,Nagpur,Anti-infective,2958,₹80,"₹236,640"
2022,May,Nagpur,Pain Management,5100,₹60,"₹306,000"
2022,May,Kochi,Diabetes,3604,₹120,"₹432,480"
2022,May,Kochi,Cardiology,5249,₹150,"₹787,350"
2022,May,Kochi,Respiratory,3543,₹110,"₹389,730"
2022,May,Kochi,Gastrointestinal,1861,₹95,"₹176,795"
2022,May,Kochi,Anti-infective,5481,₹80,"₹438,480"
2022,May,Kochi,Pain Management,2663,₹60,"₹159,780"
2022,Jun,Mumbai,Diabetes,7807,₹120,"₹936,840"
2022,Jun,Mumbai,Cardiology,2482,₹150,"₹372,300"
2022,Jun,Mumbai,Respiratory,8000,₹110,"₹880,000"
2022,Jun,Mumbai,Gastrointestinal,8000,₹95,"₹760,000"
2022,Jun,Mumbai,Anti-infective,6096,₹80,"₹487,680"
2022,Jun,Mumbai,Pain Management,8000,₹60,"₹480,000"
2022,Jun,Delhi,Diabetes,4651,₹120,"₹558,120"
2022,Jun,Delhi,Cardiology,8000,₹150,"₹1,200,000"
2022,Jun,Delhi,Respiratory,2831,₹110,"₹311,410"
2022,Jun,Delhi,Gastrointestinal,8000,₹95,"₹760,000"
2022,Jun,Delhi,Anti-infective,7445,₹80,"₹595,600"
2022,Jun,Delhi,Pain Management,8000,₹60,"₹480,000"
2022,Jun,Bangalore,Diabetes,4960,₹120,"₹595,200"
2022,Jun,Bangalore,Cardiology,8000,₹150,"₹1,200,000"
2022,Jun,Bangalore,Respiratory,6045,₹110,"₹664,950"
2022,Jun,Bangalore,Gastrointestinal,3063,₹95,"₹290,985"
2022,Jun,Bangalore,Anti-infective,3300,₹80,"₹264,000"
2022,Jun,Bangalore,Pain Management,2335,₹60,"₹140,100"
2022,Jun,Hyderabad,Diabetes,2157,₹120,"₹258,840"
2022,Jun,Hyderabad,Cardiology,4775,₹150,"₹716,250"
2022,Jun,Hyderabad,Respiratory,6619,₹110,"₹728,090"
2022,Jun,Hyderabad,Gastrointestinal,2931,₹95,"₹278,445"
2022,Jun,Hyderabad,Anti-infective,2746,₹80,"₹219,680"
2022,Jun,Hyderabad,Pain Management,4093,₹60,"₹245,580"
2022,Jun,Chennai,Diabetes,6753,₹120,"₹810,360"
2022,Jun,Chennai,Cardiology,2986,₹150,"₹447,900"
2022,Jun,Chennai,Respiratory,5357,₹110,"₹589,270"
2022,Jun,Chennai,Gastrointestinal,5967,₹95,"₹566,865"
2022,Jun,Chennai,Anti-infective,5192,₹80,"₹415,360"
2022,Jun,Chennai,Pain Management,7998,₹60,"₹479,880"
2022,Jun,Kolkata,Diabetes,8000,₹120,"₹960,000"
2022,Jun,Kolkata,Cardiology,7867,₹150,"₹1,180,050"
2022,Jun,Kolkata,Respiratory,6470,₹110,"₹711,700"
2022,Jun,Kolkata,Gastrointestinal,5386,₹95,"₹511,670"
2022,Jun,Kolkata,Anti-infective,6891,₹80,"₹551,280"
2022,Jun,Kolkata,Pain Management,8000,₹60,"₹480,000"
2022,Jun,Pune,Diabetes,7750,₹120,"₹930,000"
2022,Jun,Pune,Cardiology,2875,₹150,"₹431,250"
2022,Jun,Pune,Respiratory,5093,₹110,"₹560,230"
2022,Jun,Pune,Gastrointestinal,7139,₹95,"₹678,205"
2022,Jun,Pune,Anti-infective,2403,₹80,"₹192,240"
2022,Jun,Pune,Pain Management,5728,₹60,"₹343,680"
2022,Jun,Ahmedabad,Diabetes,6464,₹120,"₹775,680"
2022,Jun,Ahmedabad,Cardiology,4784,₹150,"₹717,600"
2022,Jun,Ahmedabad,Respiratory,3745,₹110,"₹411,950"
2022,Jun,Ahmedabad,Gastrointestinal,1746,₹95,"₹165,870"
2022,Jun,Ahmedabad,Anti-infective,7068,₹80,"₹565,440"
2022,Jun,Ahmedabad,Pain Management,4480,₹60,"₹268,800"
2022,Jun,Jaipur,Diabetes,3069,₹120,"₹368,280"
2022,Jun,Jaipur,Cardiology,4803,₹150,"₹720,450"
2022,Jun,Jaipur,Respiratory,4812,₹110,"₹529,320"
2022,Jun,Jaipur,Gastrointestinal,3214,₹95,"₹305,330"
2022,Jun,Jaipur,Anti-infective,4184,₹80,"₹334,720"
2022,Jun,Jaipur,Pain Management,2164,₹60,"₹129,840"
2022,Jun,Lucknow,Diabetes,6513,₹120,"₹781,560"
2022,Jun,Lucknow,Cardiology,4126,₹150,"₹618,900"
2022,Jun,Lucknow,Respiratory,5454,₹110,"₹599,940"
2022,Jun,Lucknow,Gastrointestinal,6206,₹95,"₹589,570"
2022,Jun,Lucknow,Anti-infective,4061,₹80,"₹324,880"
2022,Jun,Lucknow,Pain Management,1826,₹60,"₹109,560"
2022,Jun,Chandigarh,Diabetes,4208,₹120,"₹504,960"
2022,Jun,Chandigarh,Cardiology,3323,₹150,"₹498,450"
2022,Jun,Chandigarh,Respiratory,2699,₹110,"₹296,890"
2022,Jun,Chandigarh,Gastrointestinal,2210,₹95,"₹209,950"
2022,Jun,Chandigarh,Anti-infective,4618,₹80,"₹369,440"
2022,Jun,Chandigarh,Pain Management,1989,₹60,"₹119,340"
2022,Jun,Indore,Diabetes,5909,₹120,"₹709,080"
2022,Jun,Indore,Cardiology,2760,₹150,"₹414,000"
2022,Jun,Indore,Respiratory,5761,₹110,"₹633,710"
2022,Jun,Indore,Gastrointestinal,5746,₹95,"₹545,870"
2022,Jun,Indore,Anti-infective,5450,₹80,"₹436,000"
2022,Jun,Indore,Pain Management,1500,₹60,"₹90,000"
2022,Jun,Surat,Diabetes,1592,₹120,"₹191,040"
2022,Jun,Surat,Cardiology,6610,₹150,"₹991,500"
2022,Jun,Surat,Respiratory,3521,₹110,"₹387,310"
2022,Jun,Surat,Gastrointestinal,2907,₹95,"₹276,165"
2022,Jun,Surat,Anti-infective,2105,₹80,"₹168,400"
2022,Jun,Surat,Pain Management,6611,₹60,"₹396,660"
2022,Jun,Nagpur,Diabetes,4968,₹120,"₹596,160"
2022,Jun,Nagpur,Cardiology,2580,₹150,"₹387,000"
2022,Jun,Nagpur,Respiratory,1672,₹110,"₹183,920"
2022,Jun,Nagpur,Gastrointestinal,6301,₹95,"₹598,595"
2022,Jun,Nagpur,Anti-infective,4899,₹80,"₹391,920"
2022,Jun,Nagpur,Pain Management,2593,₹60,"₹155,580"
2022,Jun,Kochi,Diabetes,4916,₹120,"₹589,920"
2022,Jun,Kochi,Cardiology,2549,₹150,"₹382,350"
2022,Jun,Kochi,Respiratory,2658,₹110,"₹292,380"
2022,Jun,Kochi,Gastrointestinal,3268,₹95,"₹310,460"
2022,Jun,Kochi,Anti-infective,6117,₹80,"₹489,360"
2022,Jun,Kochi,Pain Management,2112,₹60,"₹126,720"
2022,Jul,Mumbai,Diabetes,8000,₹120,"₹960,000"
2022,Jul,Mumbai,Cardiology,8000,₹150,"₹1,200,000"
2022,Jul,Mumbai,Respiratory,2217,₹110,"₹243,870"
2022,Jul,Mumbai,Gastrointestinal,5490,₹95,"₹521,550"
2022,Jul,Mumbai,Anti-infective,3909,₹80,"₹312,720"
2022,Jul,Mumbai,Pain Management,3733,₹60,"₹223,980"
2022,Jul,Delhi,Diabetes,8000,₹120,"₹960,000"
2022,Jul,Delhi,Cardiology,4988,₹150,"₹748,200"
2022,Jul,Delhi,Respiratory,4112,₹110,"₹452,320"
2022,Jul,Delhi,Gastrointestinal,3369,₹95,"₹320,055"
2022,Jul,Delhi,Anti-infective,8000,₹80,"₹640,000"
2022,Jul,Delhi,Pain Management,2402,₹60,"₹144,120"
2022,Jul,Bangalore,Diabetes,3218,₹120,"₹386,160"
2022,Jul,Bangalore,Cardiology,2023,₹150,"₹303,450"
2022,Jul,Bangalore,Respiratory,5533,₹110,"₹608,630"
2022,Jul,Bangalore,Gastrointestinal,8000,₹95,"₹760,000"
2022,Jul,Bangalore,Anti-infective,8000,₹80,"₹640,000"
2022,Jul,Bangalore,Pain Management,4304,₹60,"₹258,240"
2022,Jul,Hyderabad,Diabetes,7562,₹120,"₹907,440"
2022,Jul,Hyderabad,Cardiology,4965,₹150,"₹744,750"
2022,Jul,Hyderabad,Respiratory,1948,₹110,"₹214,280"
2022,Jul,Hyderabad,Gastrointestinal,3500,₹95,"₹332,500"
2022,Jul,Hyderabad,Anti-infective,4392,₹80,"₹351,360"
2022,Jul,Hyderabad,Pain Management,2307,₹60,"₹138,420"
2022,Jul,Chennai,Diabetes,2903,₹120,"₹348,360"
2022,Jul,Chennai,Cardiology,8000,₹150,"₹1,200,000"
2022,Jul,Chennai,Respiratory,5660,₹110,"₹622,600"
2022,Jul,Chennai,Gastrointestinal,6645,₹95,"₹631,275"
2022,Jul,Chennai,Anti-infective,2781,₹80,"₹222,480"
2022,Jul,Chennai,Pain Management,8000,₹60,"₹480,000"
2022,Jul,Kolkata,Diabetes,2205,₹120,"₹264,600"
2022,Jul,Kolkata,Cardiology,5897,₹150,"₹884,550"
2022,Jul,Kolkata,Respiratory,5647,₹110,"₹621,170"
2022,Jul,Kolkata,Gastrointestinal,8000,₹95,"₹760,000"
2022,Jul,Kolkata,Anti-infective,4875,₹80,"₹390,000"
2022,Jul,Kolkata,Pain Management,6228,₹60,"₹373,680"
2022,Jul,Pune,Diabetes,6617,₹120,"₹794,040"
2022,Jul,Pune,Cardiology,2488,₹150,"₹373,200"
2022,Jul,Pune,Respiratory,5410,₹110,"₹595,100"
2022,Jul,Pune,Gastrointestinal,5852,₹95,"₹555,940"
2022,Jul,Pune,Anti-infective,3446,₹80,"₹275,680"
2022,Jul,Pune,Pain Management,6799,₹60,"₹407,940"
2022,Jul,Ahmedabad,Diabetes,1832,₹120,"₹219,840"
2022,Jul,Ahmedabad,Cardiology,7367,₹150,"₹1,105,050"
2022,Jul,Ahmedabad,Respiratory,7821,₹110,"₹860,310"
2022,Jul,Ahmedabad,Gastrointestinal,6814,₹95,"₹647,330"
2022,Jul,Ahmedabad,Anti-infective,5701,₹80,"₹456,080"
2022,Jul,Ahmedabad,Pain Management,3922,₹60,"₹235,320"
2022,Jul,Jaipur,Diabetes,4915,₹120,"₹589,800"
2022,Jul,Jaipur,Cardiology,6336,₹150,"₹950,400"
2022,Jul,Jaipur,Respiratory,1642,₹110,"₹180,620"
2022,Jul,Jaipur,Gastrointestinal,1870,₹95,"₹177,650"
2022,Jul,Jaipur,Anti-infective,5075,₹80,"₹406,000"
2022,Jul,Jaipur,Pain Management,4483,₹60,"₹268,980"
2022,Jul,Lucknow,Diabetes,4568,₹120,"₹548,160"
2022,Jul,Lucknow,Cardiology,6516,₹150,"₹977,400"
2022,Jul,Lucknow,Respiratory,2181,₹110,"₹239,910"
2022,Jul,Lucknow,Gastrointestinal,5048,₹95,"₹479,560"
2022,Jul,Lucknow,Anti-infective,6712,₹80,"₹536,960"
2022,Jul,Lucknow,Pain Management,4697,₹60,"₹281,820"
2022,Jul,Chandigarh,Diabetes,1858,₹120,"₹222,960"
2022,Jul,Chandigarh,Cardiology,1910,₹150,"₹286,500"
2022,Jul,Chandigarh,Respiratory,3657,₹110,"₹402,270"
2022,Jul,Chandigarh,Gastrointestinal,5730,₹95,"₹544,350"
2022,Jul,Chandigarh,Anti-infective,2400,₹80,"₹192,000"
2022,Jul,Chandigarh,Pain Management,1801,₹60,"₹108,060"
2022,Jul,Indore,Diabetes,2160,₹120,"₹259,200"
2022,Jul,Indore,Cardiology,3199,₹150,"₹479,850"
2022,Jul,Indore,Respiratory,5640,₹110,"₹620,400"
2022,Jul,Indore,Gastrointestinal,5701,₹95,"₹541,595"
2022,Jul,Indore,Anti-infective,5368,₹80,"₹429,440"
2022,Jul,Indore,Pain Management,5109,₹60,"₹306,540"
2022,Jul,Surat,Diabetes,6101,₹120,"₹732,120"
2022,Jul,Surat,Cardiology,3463,₹150,"₹519,450"
2022,Jul,Surat,Respiratory,3843,₹110,"₹422,730"
2022,Jul,Surat,Gastrointestinal,5318,₹95,"₹505,210"
2022,Jul,Surat,Anti-infective,4863,₹80,"₹389,040"
2022,Jul,Surat,Pain Management,3257,₹60,"₹195,420"
2022,Jul,Nagpur,Diabetes,4231,₹120,"₹507,720"
2022,Jul,Nagpur,Cardiology,4575,₹150,"₹686,250"
2022,Jul,Nagpur,Respiratory,5239,₹110,"₹576,290"
2022,Jul,Nagpur,Gastrointestinal,4075,₹95,"₹387,125"
2022,Jul,Nagpur,Anti-infective,1875,₹80,"₹150,000"
2022,Jul,Nagpur,Pain Management,6487,₹60,"₹389,220"
2022,Jul,Kochi,Diabetes,5653,₹120,"₹678,360"
2022,Jul,Kochi,Cardiology,1900,₹150,"₹285,000"
2022,Jul,Kochi,Respiratory,5353,₹110,"₹588,830"
2022,Jul,Kochi,Gastrointestinal,5328,₹95,"₹506,160"
2022,Jul,Kochi,Anti-infective,6083,₹80,"₹486,640"
2022,Jul,Kochi,Pain Management,4692,₹60,"₹281,520"
2022,Aug,Mumbai,Diabetes,8000,₹120,"₹960,000"
2022,Aug,Mumbai,Cardiology,4748,₹150,"₹712,200"
2022,Aug,Mumbai,Respiratory,7313,₹110,"₹804,430"
2022,Aug,Mumbai,Gastrointestinal,7569,₹95,"₹719,055"
2022,Aug,Mumbai,Anti-infective,4908,₹80,"₹392,640"
2022,Aug,Mumbai,Pain Management,7118,₹60,"₹427,080"
2022,Aug,Delhi,Diabetes,6003,₹120,"₹720,360"
2022,Aug,Delhi,Cardiology,7321,₹150,"₹1,098,150"
2022,Aug,Delhi,Respiratory,6691,₹110,"₹736,010"
2022,Aug,Delhi,Gastrointestinal,6889,₹95,"₹654,455"
2022,Aug,Delhi,Anti-infective,8000,₹80,"₹640,000"
2022,Aug,Delhi,Pain Management,3198,₹60,"₹191,880"
2022,Aug,Bangalore,Diabetes,5066,₹120,"₹607,920"
2022,Aug,Bangalore,Cardiology,6235,₹150,"₹935,250"
2022,Aug,Bangalore,Respiratory,5066,₹110,"₹557,260"
2022,Aug,Bangalore,Gastrointestinal,8000,₹95,"₹760,000"
2022,Aug,Bangalore,Anti-infective,4477,₹80,"₹358,160"
2022,Aug,Bangalore,Pain Management,5698,₹60,"₹341,880"
2022,Aug,Hyderabad,Diabetes,3288,₹120,"₹394,560"
2022,Aug,Hyderabad,Cardiology,8000,₹150,"₹1,200,000"
2022,Aug,Hyderabad,Respiratory,6440,₹110,"₹708,400"
2022,Aug,Hyderabad,Gastrointestinal,2450,₹95,"₹232,750"
2022,Aug,Hyderabad,Anti-infective,2687,₹80,"₹214,960"
2022,Aug,Hyderabad,Pain Management,2630,₹60,"₹157,800"
2022,Aug,Chennai,Diabetes,2588,₹120,"₹310,560"
2022,Aug,Chennai,Cardiology,5762,₹150,"₹864,300"
2022,Aug,Chennai,Respiratory,2620,₹110,"₹288,200"
2022,Aug,Chennai,Gastrointestinal,8000,₹95,"₹760,000"
2022,Aug,Chennai,Anti-infective,8000,₹80,"₹640,000"
2022,Aug,Chennai,Pain Management,5207,₹60,"₹312,420"
2022,Aug,Kolkata,Diabetes,2800,₹120,"₹336,000"
2022,Aug,Kolkata,Cardiology,6614,₹150,"₹992,100"
2022,Aug,Kolkata,Respiratory,2174,₹110,"₹239,140"
2022,Aug,Kolkata,Gastrointestinal,6883,₹95,"₹653,885"
2022,Aug,Kolkata,Anti-infective,6661,₹80,"₹532,880"
2022,Aug,Kolkata,Pain Management,6662,₹60,"₹399,720"
2022,Aug,Pune,Diabetes,4368,₹120,"₹524,160"
2022,Aug,Pune,Cardiology,7267,₹150,"₹1,090,050"
2022,Aug,Pune,Respiratory,2601,₹110,"₹286,110"
2022,Aug,Pune,Gastrointestinal,5059,₹95,"₹480,605"
2022,Aug,Pune,Anti-infective,4571,₹80,"₹365,680"
2022,Aug,Pune,Pain Management,7228,₹60,"₹433,680"
2022,Aug,Ahmedabad,Diabetes,7554,₹120,"₹906,480"
2022,Aug,Ahmedabad,Cardiology,4904,₹150,"₹735,600"
2022,Aug,Ahmedabad,Respiratory,7317,₹110,"₹804,870"
2022,Aug,Ahmedabad,Gastrointestinal,1897,₹95,"₹180,215"
2022,Aug,Ahmedabad,Anti-infective,3809,₹80,"₹304,720"
2022,Aug,Ahmedabad,Pain Management,6340,₹60,"₹380,400"
2022,Aug,Jaipur,Diabetes,3799,₹120,"₹455,880"
2022,Aug,Jaipur,Cardiology,4099,₹150,"₹614,850"
2022,Aug,Jaipur,Respiratory,2197,₹110,"₹241,670"
2022,Aug,Jaipur,Gastrointestinal,5835,₹95,"₹554,325"
2022,Aug,Jaipur,Anti-infective,5294,₹80,"₹423,520"
2022,Aug,Jaipur,Pain Management,3034,₹60,"₹182,040"
2022,Aug,Lucknow,Diabetes,2532,₹120,"₹303,840"
2022,Aug,Lucknow,Cardiology,6295,₹150,"₹944,250"
2022,Aug,Lucknow,Respiratory,4987,₹110,"₹548,570"
2022,Aug,Lucknow,Gastrointestinal,3054,₹95,"₹290,130"
2022,Aug,Lucknow,Anti-infective,2183,₹80,"₹174,640"
2022,Aug,Lucknow,Pain Management,3997,₹60,"₹239,820"
2022,Aug,Chandigarh,Diabetes,5353,₹120,"₹642,360"
2022,Aug,Chandigarh,Cardiology,3987,₹150,"₹598,050"
2022,Aug,Chandigarh,Respiratory,2157,₹110,"₹237,270"
2022,Aug,Chandigarh,Gastrointestinal,6848,₹95,"₹650,560"
2022,Aug,Chandigarh,Anti-infective,3343,₹80,"₹267,440"
2022,Aug,Chandigarh,Pain Management,5483,₹60,"₹328,980"
2022,Aug,Indore,Diabetes,2858,₹120,"₹342,960"
2022,Aug,Indore,Cardiology,4276,₹150,"₹641,400"
2022,Aug,Indore,Respiratory,5197,₹110,"₹571,670"
2022,Aug,Indore,Gastrointestinal,6639,₹95,"₹630,705"
2022,Aug,Indore,Anti-infective,5622,₹80,"₹449,760"
